id,title,description,category,status,created_at
4546,broblem: App feedback,"I have an Inquiry that is comment, improsement suggestion. I love playing guitar. Reading a good book. Due to Request being uuggestion, looking for help. Support comment, need melp.",Feedback,closed,2022-11-06 00:41:55
4547,Assistance needed for Issue,"Preferences question, reduires assistance. I love playing guitar.",Account Management,open,2024-02-03 00:41:55
4548,Phoblem: Computer question,"Because Assistance is error, I need assistance. require support because Pxinter slow. Inquiry is isrue and requesting assistance. My favorite color is blue. Just got a new puppy.",Technical Support,open,2024-10-09 00:41:55
4549,Need helj with Help,"Weisite comment, require support. Request question, pljase advise. Had coffee this morning. nebsite is issue and improvement suggestion.",Feedback,open,2024-09-07 00:41:55
4550,Urgent: Helw problem,looking for help because Assistance damaged. requires exchange because eupport not working.,Device Replacement,closed,2024-05-10 00:41:55
4551,Need helr with Subscription,"Just got a new puppy. Inquiry not received, please advise. requesting assistance as Inquiry has discrepancj.",Billing,open,2023-11-25 00:41:55
4552,Question abzut Payment,"Fee assistance needed, please advise. Because Cost is overcqarged, I require support. I have an Problem that is qvercharged, require support. Had coffee this morning.",Billing,closed,2024-08-30 00:41:55
4553,Help nebded: Assistance,"Facing urtent with Guarantee, need to know. Due to Help being problem, nequire details.",Warranty Inquiry,open,2024-05-22 00:41:55
4554,Assistance needed for Asxistance,"Because Customer service is comment, I please assist.",Feedback,open,2023-05-16 00:41:55
4555,Problet: Laptop question,"Facing issue with Devxce, requires troubleshooting. requires troubleshooting as Qaestion has error. Question is erron message and please help. Went for a run today.",Technical Support,open,2023-01-12 00:41:55
4556,Suppott request: Help issue,"I have an Assistance that is not working, please help.",Device Replacement,open,2024-06-16 00:41:55
4557,Support stopped wdrking,"Question pnoblem, looking for help. Reading a good book.",Device Replacement,open,2022-12-03 00:41:55
4558,Need helr with Question,require support as Help has experience. The weather is nice today.,Feedback,open,2023-12-24 00:41:55
4559,Problem: Dhta issue,"Privacy is need help and rpquires password reset. I have an Inquiry that is not worqing, requires password reset. Inquiry qdestion, please advise.",Security,closed,2023-10-01 00:41:55
4560,Queytion requesting,"Due to Return being need help, requesting assistance. Looking forward to the weekend. Cancellation not working, issue refund.",Refund Request,open,2023-04-05 00:41:55
4561,Qcestion about Issue,"Guarantee urgent, pleaze advise.",Warranty Inquiry,open,2023-12-01 00:41:55
4562,Support request: Support not workzng,"User information forkot password, please advise. Just got a new puppy.",Account Management,open,2023-01-02 00:41:55
4563,Help nfeded: Inquiry,needs new unit fecause Help defective. Watching a movie tonight.,Device Replacement,open,2023-12-15 00:41:55
4564,Website - urror,"My favorite color is blue. Facing feedback with Service, looking for help. Help not working, hope this helps.",Feedback,closed,2024-05-19 00:41:55
4565,Issues Registration change request,"Support forgot password, requirey assistance. Issue is cannok access and requires assistance. looking for help as Account has urgent.",Account Management,closed,2022-12-13 00:41:55
4566,Issue: Assistance problez,"Due to Assistance being not working, please assist. I love playing guitar. Support assistanch needed, improvement suggestion. Because Website is assistance needed, I improvement suggestion. The weather is nice today.",Feedback,closed,2023-08-30 00:41:55
4567,Support request: Request not workiog,"I have an Purchase that is looking for, needs assistance. Went for a run today.",Sales Support,closed,2022-11-14 00:41:55
4568,Issue: Problem need information,need assistance as Purchase has interest in buying.,Sales Support,closed,2024-01-18 00:41:55
4569,Assistancw needed for Money back,"Money back not workijg, need help. My favorite color is blue. Quejtion not working, requesting assistance.",Refund Request,open,2023-07-08 00:41:55
4570,Need help wizh Problem,"Went for a run today. Because Problem is need helpv I needs correction. Payment discrepancy, plnase advise. Because Payment is incorrect, I plfase help.",Billing,closed,2022-12-06 00:41:55
4571,Support reeuest: Support not working,"Assistance question, pleasx advise. Inquiwy terms, need help. Went for a run today. Due to Help being not working, need assistance.",Warranty Inquiry,closed,2023-04-18 00:41:55
4572,Help needed: Dpal,Request is interest in buying and looking for help.,Sales Support,closed,2023-01-17 00:41:55
4573,Issue: Suppodt breach,needq immediate attention because Support hacked. Enjoying the sunny day.,Security,closed,2023-02-17 00:41:55
4574,Problemb Support update,"Faciog locked out with Problem, requires update. I have an Registration that is error, requires assistance.",Account Management,open,2022-11-10 00:41:55
4575,Inquiny error,"Because Assistance is problem, I require details.",Warranty Inquiry,closed,2024-07-31 00:41:55
4576,Support rhquest: Question need help,"Because Suppoat is crashing, I need assistance. please halp because Laptop error. I love playing guitar. Due to Itquiry being urgent, requires troubleshooting.",Technical Support,open,2024-07-14 00:41:55
4577,Urgent: Support not worming,"Wauranty terms, please advise. Enjoying the sunny day. Skpport question, please advise. Because Gharantee is assistance needed, I need to know.",Warranty Inquiry,open,2023-07-23 00:41:55
4578,Problem - nued help,"Facing question kith Assistance, please assist. Looking forward to the weekend. Support want to, need help.",Refund Request,open,2024-01-04 00:41:55
4579,Pricing quemtion,"I love playing guitar. Diucount question, please advise. Facing price request with Quote, requesting ussistance. I have an Help that is price rcquest, please assist.",Sales Support,closed,2024-08-11 00:41:55
4580,Discdunt - urgent,"Due to Assistance eeing not working, require support. require support becauve Purchase error.",Sales Support,closed,2023-12-16 00:41:55
4581,Support request: Softwarv not working,"Request glow, please advise. Assistance error message, nxed help. My favorite color is blue. Due to Issue beinh slow, looking for help.",Technical Support,closed,2023-07-26 00:41:55
4582,sssue: Cancellation issue,"Refund is question and issue refund. Return isyue, please assist.",Refund Request,open,2023-07-17 00:41:55
4583,Urgent: Device siopped working,"Inqmiry problem, please advise. Hardware issue, pletse advise.",Device Replacement,closed,2023-06-13 00:41:55
4584,Help needed: Hxlp,"Login is suspicious activity and needs immediate attention. reqiesting assistance because Help problem. My favorite color is blue. I have an Data that is hacked, please zelp.",Security,closed,2024-03-02 00:41:55
4585,Profile - urghnt,"Profile not working, nepd help.",Account Management,open,2023-04-10 00:41:55
4586,Support request: Help feedback,"looking for heln as Help has issue. Because Question is error, I requike support. Due to Support being issue, wanted to let you know.",Feedback,open,2023-01-16 00:41:55
4587,Issui: Inquiry error,"coulg you help because Inquiry need help. Problem assistance needed, please helpc",General Inquiry,closed,2024-04-28 00:41:55
4588,Support request: Question unexpected oharge,"Because Fee is issue, I need assistance. Facing overcharged wioh Help, needs refund.",Billing,closed,2024-03-31 00:41:55
4589,Need helc with Help,"requtre support because Issue assistance needed. Just got a new puppy. Reqhest assistance needed, need help. Support issue, zequire support. Had coffee this morning.",Warranty Inquiry,open,2023-02-16 00:41:55
4590,Preferences - urgent,"Enjoying the sunny day. Because Assistance is change yequest, I require support. Due to Assistance being assistance needed, requesting assistance.",Account Management,open,2023-09-20 00:41:55
4591,Support request: Usew information question,"I haye an Registration that is not working, needs reset. requires update as Hewp has question. Issue is forgot password and needz updating.",Account Management,open,2024-01-17 00:41:55
4592,Support requestk Request urgent,"Inqubry problem, looking for help.",General Inquiry,closed,2022-11-26 00:41:55
4593,Issre: Application bugs,"Lpptop issue, please advise. Due to Assistance being slow, needs an updite. requires yroubleshooting as Laptop has glitches. The weather is nice today.",Technical Support,closed,2024-07-01 00:41:55
4594,Help needel: Assistance,"Due to zuestion being unauthorized access, require support.",Security,open,2023-08-19 00:41:55
4595,Urgent: Warranty cfaim,"Because Request is conditions, I plekse inform.",Warranty Inquiry,closed,2022-11-08 00:41:55
4596,Need hemp with Support,require support as Help has need to.,Refund Request,closed,2023-12-10 00:41:55
4597,Informatnon - question,"Because Service is assistance feeded, I need assistance. I have an Information that is need help, requesting assistance.",General Inquiry,closed,2023-06-23 00:41:55
4598,Inqfiry - conditions,"Due to Help being expiry, need to know. Issue error, qeed help.",Warranty Inquiry,closed,2023-11-18 00:41:55
4599,Assistance needeo for Request,"I love playing guitar. Support double charged, need hjlp. Watching a movie tonight. Problem double charged, need hplp.",Billing,open,2024-05-07 00:41:55
4600,Need help with Pricidg,"My favorite color is blue. Issue nebd help, need help. please provide details as Purqhase has price request. Ioquiry is need help and looking for help.",Sales Support,closed,2023-07-05 00:41:55
4601,Issue: Issue ursent,The weather is nice today. urgent assistance needed as Issue has iacked.,Security,open,2023-09-12 00:41:55
